,Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy
1344,1344,There are many problems with AKM technology.,There are many problems with AKM technology . ,This argument is fallacious.,0.0
1360,1360,"No-platforming can happen solely because the speaker's views contradict the views of some students, in matters where different yet non-discriminatory views abound.","No - platforming can happen solely because the speaker 's MSK<0> contradict the MSK<0> of some students , in matters where different yet non-discriminatory MSK<0> abound . ",This argument is fallacious.,0.0
3324,257,The point of empiricism suggests that the monarchy has survived the test of time.,The point of empiricism suggests that the monarchy has survived the test of time . ,This argument is fallacious.,1.0
2069,2069,"Gender neutral bathrooms may make individuals more vulnerable to rapists, abusers, or stalkers.","Gender neutral bathrooms may make individuals more vulnerable to MSK<0> , MSK<0> , or stalkers . ",This argument is fallacious.,0.0
3227,160,"If God's morality is beyond our comprehension, even given our imperfect being, we must act on the information that we have, because it is the only information we have, and thus what God wanted us to see. If we see God's morality as subjective, it is God's will that we interpret it as such.","If MSK<0> is beyond MSK<1> comprehension , even given MSK<1> imperfect being , MSK<1> must act on the MSK<2> that MSK<1> have , because MSK<0> is the only MSK<2> MSK<1> have , and thus what MSK<3> wanted MSK<1> to see . If MSK<1> see MSK<0> as subjective , MSK<0> is MSK<3> will that MSK<1> interpret MSK<0> as such . ",This argument is fallacious.,1.0
3837,770,Meddling with the natural order of things will always lead to evil even when the intentions are noble.,Meddling with the natural order of things will always lead to evil even when the intentions are noble . ,This argument is fallacious.,1.0
1524,1524,"Some things have meaning, order and design. Many things do not. The teleological argument for God's existence makes the mistake of assuming that the traits of some objects must belong to all objects. That assumption is not justified.","Some MSK<0> have meaning , order and design . Many MSK<0> do not . The teleological argument for God 's existence makes the mistake of MSK<2> that the traits of some MSK<1> must belong to all MSK<1> . That MSK<2> is not justified . ",This argument is fallacious.,0.0
1034,1034,"Speech can cause psychological, material and sometimes physical harm to people who did not ask to be subjected to it, and should therefore be restricted by law and technology.","MSK<0> can cause psychological , material and sometimes physical harm to people who did not ask to be subjected to MSK<0> , and should therefore be restricted by law and technology . ",This argument is fallacious.,0.0
2733,2733,The universe created itself,MSK<0> created MSK<0> ,This argument is fallacious.,0.0
83,83,"It is conceptually possible for anyone to value anything. Even if the only thing that someone valued was the number of blades of grass they had stepped on, there is no way we could scientifically prove to them that they are wrong about what to value.","It is conceptually possible for anyone to MSK<0> anything . Even if the only thing that MSK<1> was the number of blades of grass MSK<1> had stepped on , there is no way MSK<1> could scientifically prove to MSK<1> that MSK<1> are wrong about what to MSK<0> . ",This argument is fallacious.,0.0
79,79,"There have been many periods of history where science made very little progress, or progressed towards false conclusions. This is not evidence that scientific propositions cannot be true or false.","There have been many periods of history where MSK<2> made very little MSK<0> , or MSK<0> towards MSK<1> conclusions . This is not evidence that MSK<2> propositions can not be true or MSK<1> . ",This argument is fallacious.,0.0
662,662,His refusal to reveal his college transcripts produces reasonable skepticism regarding his intellect.,MSK<0> refusal to reveal MSK<0> college transcripts produces reasonable skepticism regarding MSK<0> intellect . ,This argument is fallacious.,0.0
1439,1439,"Taxation is not 'being forced to pay' for specific services. Taxation funds the government; the government chooses, ideally based on its citizens' demands, what to pay for from its coffers.","MSK<0> is not ' being forced to MSK<1> ' for specific services . MSK<0> funds MSK<2> ; MSK<2> chooses , ideally based on MSK<2> citizens ' demands , what to MSK<1> for from MSK<2> coffers . ",This argument is fallacious.,0.0
3815,748,"The child's parents who choose to circumcise are not invested in the interests of their child, they have prioritised their religion or preference as a priority over their child's future wish.","MSK<0> are not invested in the interests of MSK<0> , MSK<1> have MSK<2> MSK<1> religion or preference as a MSK<2> over MSK<0> future wish . ",This argument is fallacious.,1.0
919,919,"Evidence can often be conflicting or subjective, which could reduce trust in such a process, as partisans would likely only focus on the evidence that supports their position.","MSK<0> can often be conflicting or subjective , which could reduce trust in such a process , as MSK<1> would likely only focus on the MSK<0> that supports MSK<1> position . ",This argument is fallacious.,0.0
1440,1440,If healthcare was not measured by monetary terms and the medical industry was not an industry but a service for betterment of the society then medical care would be a human right but when this same industry gives you the highest profit margin it is not fair to provide it for free.,If MSK<0> was not measured by monetary terms and MSK<1> was not an industry but a service for betterment of the society then medical care would be a human right but when MSK<1> gives you the highest profit margin MSK<1> is not fair to provide MSK<0> for free . ,This argument is fallacious.,0.0
3448,381,"There has to be a limit to this. Some religions in the past and even today include things we consider unacceptable now, like human sacrifice, witch hunts, and slavery.","There has to be a limit to this . Some religions in the past and even today include things we consider unacceptable now , like human sacrifice , witch hunts , and slavery . ",This argument is fallacious.,1.0
