Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy
794,"Most of my testimony about the defendant was the opposite of what I actually believe but I'll bet there's no expert witness who has always told the truth from the time they were old enough to talk, so I'm no less honest than they are.","Most of MSK<0> testimony about the defendant was the opposite of what MSK<0> actually believe but MSK<0> 'll bet there 's no expert witness who has always told the truth from the time MSK<1> were old enough to talk , so MSK<0> 'm no less honest than MSK<1> are . ",This argument is fallacious.,1
1926,"Mother: You should stop smoking. It's harmful to your health.
Daughter: Why should I listen to you? You started smoking when you were 16!",Mother : MSK<0> should stop MSK<1> . It 's harmful to MSK<0> health . Daughter : Why should I listen to MSK<0> ? MSK<0> started MSK<1> when MSK<0> were 16 ! ,This argument is fallacious.,1
1817,"One of our clients doubled their conversions after changing all their landing page text to bright red. Therefore, changing all text to red is a proven way to double conversions.","One of MSK<0> MSK<1> MSK<0> MSK<2> after MSK<4> MSK<0> . Therefore , MSK<4> is a proven way to MSK<1> MSK<2> . ",This argument is fallacious.,1
1633,"When President Kennedy said that research for space travel could help children with eye defects, he is making what kind of appeal?","When MSK<0> said that research for space travel could help children with eye defects , MSK<0> is making what kind of appeal ? ",This argument is fallacious.,1
629,"Issue A has been raised, and adequately answered.
Issue B is then raised, and adequately answered.
.....
Issue Z is then raised, and adequately answered.
(despite all issues adequately answered, the opponent refuses to conceded or accept the argument.","MSK<0> A has been MSK<1> , and MSK<3> . MSK<0> B is then MSK<1> , and MSK<3> . .... . MSK<0> Z is then MSK<1> , and MSK<3> . ( despite all MSK<0> MSK<3> , the opponent refuses to conceded or accept the argument . ",This argument is fallacious.,1
61,"All of my red-headed friends are good dancers. Therefore, all red-headed people must be good dancers. 
This assumption from my experience is an example of","All of MSK<0> MSK<1> - MSK<2> friends are MSK<4> . Therefore , all MSK<1> - MSK<2> people must be MSK<4> . This assumption from MSK<0> experience is an example of ",This argument is fallacious.,1
933,"When someone says, ""Either schools need to fully open immediately and no students should wear masks or all teachers are Communists!""","When someone says , "" Either schools need to fully open immediately and no students should wear masks or all teachers are Communists ! "" ",This argument is fallacious.,1
2203,"the phrase ""Ninety percent of all people surveyed said that McDonalds is better than Burger King so it must be true."" represents which fallacy?","the phrase "" Ninety percent of all people surveyed said that MSK<0> is better than Burger King so MSK<0> must be true . "" represents which fallacy ? ",This argument is fallacious.,1
2195,God exists. How do you know? Because it says so in the Bible.,God exists . How do you know ? Because it says so in the Bible . ,This argument is fallacious.,1
227,We can't believe what he says out of that ugly mouth of his.,We can't believe what MSK<0> says out of that ugly mouth of MSK<0> . ,This argument is fallacious.,1
2428,"earthquakes in the Andes were correlated with the closest approaches of the planet Uranus. Therefore, Uranus must have caused them.","MSK<0> were correlated with the closest approaches of MSK<1> . Therefore , MSK<1> must have caused MSK<0> . ",This argument is fallacious.,1
1669,A real video game would include set goals!,A real video game would include set goals ! ,This argument is fallacious.,1
526,Either we go to war or we appear weak.,Either MSK<0> go to war or MSK<0> appear weak . ,This argument is fallacious.,1
92,"My friend said that if you sneeze more than three times, you have the corona virus.","My friend said that if MSK<0> sneeze more than three times , MSK<0> have the corona virus . ",This argument is fallacious.,1
519,"""I have one Japanese friend and it's true that all of them are numb.""",""" I have MSK<0> and it 's true that all of MSK<0> are numb . "" ",This argument is fallacious.,1
1869,"During the early 2000s, the search for a cause of autism led to vaccines, though no scientific link has been found between the administration of vaccines and the onset of autism. The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation.","During the early 2000s , the search for a cause of MSK<0> MSK<1> to MSK<2> , though no scientific link has been found between the administration of MSK<2> and the onset of MSK<0> . The MSK<3> that MSK<4> are MSK<2> and the MSK<3> MSK<4> 're diagnosed do closely correlate , however , MSK<1> upset parents to assign blame to the MSK<2> , for lack of a better explanation . ",This argument is fallacious.,1
1612,"In the four years that I have been marketing my new and improved brand of past-life regressive biocognitive astral-projective hyperaffective-hypnotic-teleological-metatherapy (buy ten sessions and the next one is free!), not one person has proved it is worthless or that I am unethical for providing a therapy I just made up one day when I realized that no one was referring clients to me anymore. That makes clear what a worthwhile therapy this is and how exceptionally ethical I am to provide it.","In the four years that MSK<0> have been marketing MSK<0> new and improved brand of past - life regressive biocognitive astral - projective hyperaffective - hypnotic - teleological - metatherapy ( buy ten sessions and the next one is free ! ) , not one person has proved it is worthless or that MSK<0> am unethical for MSK<1> a MSK<2> MSK<0> just made up one day when MSK<0> realized that no one was referring clients to MSK<0> anymore . That makes clear what a worthwhile MSK<2> MSK<3> is and how exceptionally ethical MSK<0> am to MSK<1> MSK<3> . ",This argument is fallacious.,1
2072,What’s the point of making drinking illegal under the age of 21?  Kids still manage to get alcohol.,What ’s the point of making drinking illegal under the MSK<0> of MSK<0> ? Kids still manage to get alcohol . ,This argument is fallacious.,1
2244,"Mayor Jones’ anti-DUI campaign should not be taken seriously. After all, the mayor himself was cited for driving under the influence in college","MSK<0> Jones ’ anti-DUI campaign should not be taken seriously . After all , the MSK<0> himself was cited for driving under the influence in college ",This argument is fallacious.,1
1430,"""I believe that PNoy is the Abraham Lincoln of the Philippines.""",""" I believe that PNoy is the Abraham Lincoln of the Philippines . "" ",This argument is fallacious.,1
72,The Freehold Raceway Mall is the best mall because there are always so many cars there.,The Freehold Raceway MSK<0> is the best MSK<0> because there are always so many cars there . ,This argument is fallacious.,1
2315,"If we let the government implant tracking devices in criminals, it's not going to stop there! They're going to want to track us at work, our school children, and then eventually everyone!","If MSK<0> let MSK<1> implant tracking devices in criminals , MSK<1> 's not going to stop there ! MSK<1> 're going to want to track MSK<0> at work , MSK<0> school children , and then eventually everyone ! ",This argument is fallacious.,1
762,Broccoli has significantly less fat than the leading candy bar!,Broccoli has significantly less fat than the leading candy bar ! ,This argument is fallacious.,1
36,"""Truly helps cramming for a test: my psychological test is crowded and I have an A.""",""" Truly helps cramming for a MSK<0> : MSK<1> psychological MSK<0> is crowded and MSK<1> have an A. "" ",This argument is fallacious.,1
1284,You want me to clean my locker? I think I left my homework in Science class. I need to keep up with my homework to get good grades.,You want MSK<0> to clean MSK<0> locker ? MSK<0> think MSK<0> left MSK<1> in Science class . MSK<0> need to keep up with MSK<1> to get good grades . ,This argument is fallacious.,1
121,all bachelors are unmarried males,all bachelors are unmarried males ,This argument is fallacious.,1
1911,Don't be the only one not wearing Nike!,Don't be the only one not wearing Nike ! ,This argument is fallacious.,1
2256,"A shopkeeper suspects you of stealing and asks you to empty your pockets. The first thing you take out is an empty gum wrapper and they immediately shout, “I knew it!” What fallacy has the shopkeeper committed?","MSK<0> suspects MSK<1> of stealing and asks MSK<1> to empty MSK<1> pockets . The first thing MSK<1> take out is MSK<2> and they immediately shout , MSK<3> I knew MSK<2> ! MSK<3> What fallacy has MSK<0> committed ? ",This argument is fallacious.,1
142,"My opponent raises a good point, but can we really trust him? I mean, he moved to this town two years ago and everyone knows that his wife left him.","MSK<0> raises a good point , but can we really trust MSK<1> ? MSK<0> mean , MSK<1> moved to this town two years ago and everyone knows that MSK<1> wife left MSK<1> . ",This argument is fallacious.,1
1577,"“Do you want to live in a world where you can get breakfast from McDonald’s all day, or would you rather live in a dictatorship?”","MSK<2> Do MSK<0> want to MSK<1> in a world where MSK<0> can get breakfast from McDonald ’s all day , or would MSK<0> rather MSK<1> in a dictatorship ? MSK<2> ",This argument is fallacious.,1
1376,"Preys on people’s emotions and sensitivities, can turn into a slippery slope","Preys on people ’s emotions and sensitivities , can turn into a slippery slope ",This argument is fallacious.,1
