Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,edited,votes,created,text,parent_text,author,relation,score,masked_articles,is_fallacy 
1968,1968,1968,1835.524,1490985062133,,1490985062133,"Most domestic violence policy is grounded in the stereotype of a victim who is white, straight, middle-class, weak, and dependent; and when a victim doesn't conform to this idea, it often undermines their credibility. A Zero-Tolerance policy offers justice to those marginalized victims by taking every instance of domestic abuse equally seriously.",Zero-Tolerance policies are the most effective way to protect present and future victims from abuse.,23835ce7-32a4-4c13-baaa-106fe7ff3565,1,2.8,"MSK<0> is grounded in the stereotype of MSK<1> who is white , straight , middle - class , weak , and dependent ; and when MSK<1> doesn't conform to this idea , MSK<0> often undermines their credibility . A Zero - Tolerance policy offers justice to those marginalized victims by taking every instance of domestic abuse equally seriously . ",0
1969,1969,1969,1835.391,1490018250441,,1490018250441,"Sports leagues, as private entities, have no obligations to anything other than themselves.",Adopting Zero-Tolerance policies would be good for leagues' public images.,42b78a9b-93d7-4bed-b691-a0394db62623,1,2.8,"MSK<0> , as private entities , have no obligations to anything other than MSK<0> . ",0
1970,1970,1970,18393.66,1544584447658,,1544584447658,"Darwin was inconsistent to selectively doubt his reasoning powers only when they led him to God. If evolution really proves that human reasoning is thoroughly unreliable, then evolutionists ought to doubt every belief at which they arrive through reason, including all scientific knowledge, and even evolution itself.",Darwinian evolution is philosophy not science.,82e8ab70-8c69-47a3-87cb-114a4f6ce586,1,2.8,"MSK<0> was MSK<4> to selectively MSK<1> MSK<0> MSK<2> powers only when they led MSK<0> to God . If evolution really proves that human MSK<2> is thoroughly MSK<4> , MSK<3> ought to MSK<1> every belief at which MSK<3> arrive through reason , including all scientific knowledge , coref2 . ",0
1971,1971,1971,7055.1023,1515065470108,,1515065470108,"Johnson's quick resolution, or even complete jettison, of elements introduced by his predecessor smacks of design by committee \(a pejorative for a project with multiple designers but no unifying plan or vision\).",Story-lines and characters set up in previous films were not treated with much respect.,e534b7e4-81e5-4b85-b8dc-1ed1978cdb54,1,2.8,"MSK<0> quick resolution , or even complete jettison , of elements introduced by MSK<0> predecessor smacks of MSK<1> by committee \ ( a pejorative for a project with multiple MSK<1> but no unifying plan or vision \ ) . ",0
1972,1972,1972,7055.99,1513830484918,,1513830484918,"Admiral Holdo, for incomprehensible reasons, refused to tell anyone about her Plan to evacuate the rebel cruiser, thus sparking the chaotic trip to Canto Bight.",Numerous decisions of characters are hard to comprehend.,9972cb14-00f7-42d2-9b64-846aa0812775,1,2.8,"MSK<0> , for incomprehensible reasons , refused to tell anyone about MSK<0> Plan to evacuate the rebel cruiser , thus sparking the chaotic trip to Canto Bight . ",0
1973,1973,1973,7055.1152,1516271918413,,1515242162398,"Anakin Skywalker's legendary blue Lightsaber that served him during the Clone Wars, handed down to his son Luke and served him against the Empire, handed down to Rey and served her against the First Order, is first used as the butt of a cheap gag, then is finally and very visibly destroyed in the centre of the frame - just to make the point that this isn't your dad's Star Wars anymore.",Story-lines and characters set up in previous films were not treated with much respect.,e534b7e4-81e5-4b85-b8dc-1ed1978cdb54,1,2.8,"MSK<0> legendary blue Lightsaber that MSK<1> MSK<0> during the Clone MSK<3> , MSK<2> down to MSK<0> son Luke and MSK<1> MSK<0> against the Empire , MSK<2> down to Rey and MSK<1> MSK<0> against the First Order , is first used as the butt of a cheap gag , then is finally and very visibly destroyed in the centre of the frame - just to make the point that this isn't your dad 's Star MSK<3> anymore . ",0
1974,1974,1974,1634.13,1479924065544,,1479924065544,"Targeted welfare, such as providing conditional or item-specific benefits, is not mutually exclusive to the poor also receiving cash grants.","People are best at making economic decisions for themselves, as they know their own needs and circumstances and can thus better account for where to direct money.",765ede68-a1a0-42f7-879b-4b3f45b6439e,-1,2.8,"Targeted welfare , such as providing conditional or item - specific benefits , is not mutually exclusive to the poor also receiving cash grants . ",0
1975,1975,1975,1634.1369,1484273101360,,1484273101360,"For some people, who are genuinely not fit for the workforce, this is a good thing. These people can now live much more enjoyable lives.",A UBI enables people to work less or leave the workforce permanently.,c4b8218f-fde1-46e6-9f4f-d9f9b67c5d3a,-1,2.8,"For MSK<0> , who are genuinely not fit for the workforce , this is a good thing . MSK<0> can now live much more enjoyable lives . ",0
1976,1976,1976,1634.1547,1487069331193,,1487069331193,"Most welfare programs, as a baseline, provide money to those in need. Money can be used by people to purchase what they need, regardless of what those needs are.","Welfare programs provide benefits designed for the average person who uses welfare. Most people do not reflect the average and have diverse needs, so their diverse needs can be better met by individuals making their own choices.",f29bc268-3bef-4e05-9f3b-128532af98bc,-1,2.8,"Most welfare programs , as a baseline , provide MSK<0> to those in MSK<1> . MSK<0> can be used by MSK<2> to purchase what MSK<2> MSK<1> , regardless of what those MSK<1> are . ",0
1977,1977,1977,3346.4411,1522362309860,,1522362309860,"Polls are only as effective as the questions and information in the polls.  If the current gun laws are not listed, then respondents may not know if the current laws are strong enough in their opinion.  If one asks the question, ""Do you support new laws to reduce violent crimes"" without stating the current and proposed laws then the responses are meaningless.",Polls suggest most American citizens support stricter gun control legislation.,e2bd3610-a0ea-4d79-8357-9079665658ad,-1,2.8,"MSK<0> are only as effective as the MSK<1> and information in the MSK<0> . If MSK<2> are not listed , then respondents may not know if MSK<2> are strong enough in MSK<2> opinion . If one asks the MSK<1> , "" Do you support new MSK<3> to reduce violent crimes "" without stating the current and proposed MSK<3> then the responses are meaningless . ",0
1978,1978,1978,1634.1049,1481565272041,,1481565272041,"This investment can go towards better housing, educational programs, and community initiatives that help to uplift the residents as a whole.","This way, it is easier to know the money invested is going towards directly improving the quality of life within these communities. Comparatively, with the UBI an individual can choose to use the extra income for other personal interests unrelated to improving the community.",6f7e59a6-23cc-4cfb-a7ff-dda587886a80,1,2.8,"This investment can go towards better housing , educational programs , and community initiatives that help to uplift the residents as a whole . ",0
1979,1979,1979,1692.559,1486164064770,,1486164064770,"While it is true that with optional voting these people would likely stay home, once they are forced to the ballot box, they are likely to vote in whatever way benefits them the most. It is unlikely that they would cast a blank vote if they could see that one candidate is less bad.","If a citizen does not like any of the candidates running for office, they are likely to cast a blank vote or make their vote illegitimate.",f1ff7152-955a-435f-85db-9b8a5c4041a1,-1,2.8,"While it is true that with optional MSK<2> MSK<0> would MSK<1> stay home , once MSK<0> are forced to the ballot box , MSK<0> are MSK<1> to MSK<2> in whatever way benefits MSK<0> the most . It is unlikely that MSK<0> would cast a blank MSK<2> if MSK<0> could see that one candidate is less bad . ",0
1980,1980,1980,1692.383,1485472662505,,1485472662505,"The argument made in the article rests on the assumption that people vote based on reasons of 'minor importance'. However, it provides no evidence to illustrate how many non-voters would do this in the event that compulsory voting is imposed. Given this, it is safe to assume that while some people may cast votes based on reasons of 'minor importance', there will still be votes cast by people for reasons of 'major importance'.","Low turnout is not necessarily negative, as there are potential differences between citizens' voting considerations, e.g. some choose based on political leaders’ rhetoric skills and physical appearance. Those voters influence the election based on superficialities \(Rosema, p. 622",0409b399-6d6b-4947-9ad0-6a2f2221fd63,-1,2.8,"MSK<0> made in the article rests on the MSK<8> that MSK<1> MSK<2> MSK<3> on MSK<4> of ' MSK<5> MSK<6> ' . However , MSK<0> provides no evidence to illustrate how many non-voters would do this in the event that compulsory MSK<2> is imposed . Given this , MSK<0> is safe to MSK<8> that while some MSK<1> may MSK<7> MSK<2> MSK<3> on MSK<4> of ' MSK<5> MSK<6> ' , there will still be MSK<2> MSK<7> by MSK<1> for MSK<4> of ' major MSK<6> ' . ",0
