Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.1,Unnamed: 0,source_article,logical_fallacies,masked_articles,Unnamed: 0.2,is_fallacy 
868,868,868,8,8,"I chose to assess the sea-level trend from 1915-45 , when a genuine , independently confirmed warming of approximately 0.5 degree Celsius occurred . I note particularly that sea-level rise is not affected by the warming ; it continues at the same rate , 1.8 millimeters a year , according to a 1990 review by Andrew S. Trupin and John Wahr .",['intentional'],"MSK<0> chose to assess the sea - level trend from 1915 - 45 , when MSK<1> occurred . MSK<0> note particularly that MSK<2> is not affected by MSK<1> ; MSK<2> continues at the same rate , 1.8 millimeters a year , according to a 1990 review by Andrew S. Trupin and John Wahr . ",688.0,1
869,869,869,9,9,"I note particularly that sea-level rise is not affected by the warming ; it continues at the same rate , 1.8 millimeters a year , according to a 1990 review by Andrew S. Trupin and John Wahr . I therefore conclude—contrary to the general wisdom—that the temperature of sea water has no direct effect on sea-level rise .",['fallacy of credibility'],"MSK<0> note particularly that MSK<1> is not affected by the warming ; MSK<1> continues at the same rate , 1.8 millimeters a year , according to a 1990 review by Andrew S. Trupin and John Wahr . MSK<0> therefore conclude MSK<2> contrary to the general wisdom MSK<2> that the temperature of sea water has no direct effect on MSK<1> . ",689.0,1
870,870,870,10,10,Yet there is little heat available in the Antarctic to support melting .,['fallacy of relevance'],Yet there is little heat available in the Antarctic to support melting . ,690.0,1
871,871,871,11,11,By 2100 the seas will rise another 6 inches or so—a far cry from Al Gore ’ s alarming numbers .,['ad populum'],By 2100 the seas will rise another 6 inches or so — a far cry from Al Gore ’ s alarming numbers . ,691.0,1
872,872,872,12,12,"The Little Ice Age ended as recently as 1850 . Therefore , it is no surprise that we now are expe riencing a period of warming .",['false causality'],"MSK<0> ended as recently as 1850 . Therefore , MSK<0> is no surprise that we now are expe riencing a period of warming . ",692.0,1
873,873,873,13,13,Only very few peer-reviewed papers even go so far as to say that recent warming is chiefly anthropogenic .,['intentional'],Only very few peer - reviewed papers even go so far as to say that recent warming is chiefly anthropogenic . ,693.0,1
874,874,874,14,14,Warming is far slower than predicted,['intentional'],Warming is far slower than predicted ,694.0,1
875,875,875,15,15,It tells us that we are far from understanding climate change .,['intentional'],It tells MSK<0> that MSK<0> are far from understanding climate change . ,695.0,1
876,876,876,16,16,"Climate policy relies on inadequate models Climate models have many shortcomings and are not remotely plausible as policy tools .",['faulty generalization'],MSK<0> MSK<1> relies on inadequate MSK<2> MSK<0> MSK<2> have many shortcomings and are not remotely plausible as MSK<1> tools . ,696.0,1
877,877,877,17,17,Natural as well as anthropogenic factors cause warming,['fallacy of credibility'],Natural as well as anthropogenic factors cause warming ,697.0,1
878,878,878,18,18,"The geological archive reveals that Earth ’ s climate has varied as long as the planet has existed , with natural cold and warm phases .",['fallacy of credibility'],"MSK<0> reveals that Earth ’ s climate has varied as long as MSK<0> has existed , with natural MSK<1> and MSK<1> phases . ",698.0,1
879,879,879,19,19,"Climate science should be less political , while climate policies should be more scientific . Scientists should openly address the uncertainties and exaggerations in their predictions of global warming , while politicians should dispassionately count the real benefits as well as the imagined costs of adaptation to global warming , and the real costs as well as the imagined benefits of mitigation .",['intentional'],"MSK<0> MSK<8> should be less political , while MSK<0> policies should be more MSK<8> . MSK<1> should openly address the uncertainties and exaggerations in MSK<1> predictions of MSK<3> , while politicians should dispassionately count the MSK<4> MSK<5> as well as the MSK<6> MSK<7> of adaptation to MSK<3> , and the MSK<4> MSK<7> as well as the MSK<6> MSK<5> of mitigation . ",699.0,1
880,880,880,20,20,A global network of 500 scientists and professionals has prepared this urgent message .,"['fallacy of credibility', 'ad populum']",A global network of 500 scientists and professionals has prepared this urgent message . ,700.0,1
881,881,881,21,21,"In addition , they ignore the fact that enriching the atmosphere with CO2 is beneficial . CO2 is plant food , the basis of all life on Earth CO2 is not a pollutant .",['fallacy of relevance'],"In addition , they ignore the fact that enriching the atmosphere with MSK<0> is beneficial . MSK<0> is plant food , the basis of all life on Earth CO2 is not a pollutant . ",701.0,1
